QuestionID,SurveyID,SpaceTypeID,ScoringCategoryID,CategoryID,SubcategoryID,GradeApplicability,QuestionText,QuestionType,ParentScoringPattern,QuestionWeight,DisplayOrder,IsRequired,IsActive,LegacyQuestionID
SF-001,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-AVAILABILITY,ALL,Is there a dedicated SPED flex room?,YesNo,SingleResponse,1,10,True,True,SF-001
SF-002,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-LAYOUT,ALL,Does the room shape allow for clear sightlines and flexible room configuration options?,YesNo,SingleResponse,1,20,True,True,
SF-003,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-LIGHTING,ALL,Select all that apply (Lighting),MultiSelect,MixedItemScoring,1,30,True,True,
SF-004,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-ENVIRONMENTAL-QUALITY,SUB-SF-ENVIRONMENTAL-QUALITY-AESTHETICS,ALL,Which of the following describe the color scheme in the space?,SingleSelect,SingleResponse,1,40,True,True,
SF-005,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-DAYLIGHTING,ALL,Are there exterior windows?,YesNo,SingleResponse,1,50,True,True,
SF-006,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-DAYLIGHTING,ALL,Select all that apply (Exterior Windows),MultiSelect,MixedItemScoring,1,60,True,True,
SF-007,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-DAYLIGHTING,ALL,What window coverings are provided on exterior windows?,SingleSelect,SingleResponse,1,70,True,True,
SF-008,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-STORAGE,ALL,Select all that apply (Storage),MultiSelect,MixedItemScoring,1,80,True,True,
SF-009,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-STORAGE,ALL,How sufficient does the storage appear for the space's program needs?,SingleSelect,SingleResponse,1,90,True,True,
SF-010,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-POWER-SOURCES,ALL,"How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",SingleSelect,SingleResponse,1,100,True,True,
SF-011,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-POWER-SOURCES,ALL,How many walls in the space have general-use outlets?,SingleSelect,SingleResponse,1,110,True,True,
SF-012,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-ENVIRONMENTAL-QUALITY,SUB-SF-ENVIRONMENTAL-QUALITY-OCCUPANT-COMFORT,ALL,Select one (Temperature Control),SingleSelect,SingleResponse,1,120,True,True,
SF-013,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-SAFETY,ALL,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,130,True,True,
SF-014,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-SAFETY,ALL,What type of visibility is provided into the space from adjacent interior spaces?,MultiSelect,MixedItemScoring,1,140,True,True,
SF-015,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-SAFETY,ALL,Select all that apply (Safety),MultiSelect,MixedItemScoring,1,150,True,True,
SF-016,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FF-E,SUB-SF-FF-E-FURNITURE,ALL,How easily can the furniture be rearranged?,SingleSelect,SingleResponse,1,160,True,True,
SF-017,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FF-E,SUB-SF-FF-E-FURNITURE,ALL,"How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",SingleSelect,SingleResponse,1,170,True,True,
SF-018,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FF-E,SUB-SF-FF-E-FURNITURE,ALL,What is the condition of the furniture?,SingleSelect,SingleResponse,1,180,True,True,
SF-019,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FF-E,SUB-SF-FF-E-FLOORING,ALL,What type of flooring is in the space?,SingleSelect,SingleResponse,1,190,True,True,
SF-020,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-ADJACENCIES,ALL,What access does the space have to the exterior?,SingleSelect,SingleResponse,1,200,True,True,
SF-021,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-GENERAL,ALL,Select all that apply (Plumbing),MultiSelect,MixedItemScoring,1,210,True,True,
SF-022,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-ENVIRONMENTAL-QUALITY,SUB-SF-ENVIRONMENTAL-QUALITY-FINISHES,ALL,What type of acoustic treatment is in the room?,MultiSelect,MixedItemScoring,1,220,True,True,
SF-023,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-INFRASTRUCTURE,SUB-SF-INFRASTRUCTURE-DISPLAY,MS/HS,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile surfaces.",SingleSelect,SingleResponse,1,230,True,True,
SF-024,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-SAFETY,MS/HS,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",YesNo,SingleResponse,1,240,True,True,
SF-025,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FF-E,SUB-SF-FF-E-FURNITURE,MS/HS,Select all that apply (Furniture),MultiSelect,MixedItemScoring,1,250,True,True,
SF-026,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-SAFETY,MS/HS,Is there an ADA restroom directly adjacent to at least one SPED Flex Studio?,YesNo,SingleResponse,1,260,True,True,
SF-027,SRV-SPED-FLEX,SPT-SPED-FLEX,SCAT-STU,CAT-SF-FUNCTION,SUB-SF-FUNCTION-SAFETY,MS/HS,Is there a kitchenette within the flex studio?,YesNo,SingleResponse,1,270,True,True,
